InspectionID,DBA_Name,AKA_Name,LicenseId,FacilityType,Risk,Address,City,State,Zip,InspectionDate,InspectionType,Results,Violations,Latitude,Longitude,Location
176607,WHALE FISH AND CHICKEN INC,WHALE FISH AND CHICKEN,1356889,Restaurant,Risk 2 (Medium),4955 W MADISON ST ,CHICAGO,IL,60644.0,2010-03-11,Short Form Complaint,Pass,"32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: All food and non-food contact equipment and utensils shall be smooth, easily cleanable, and durable, and shall be in good repair. MUST RESEAL ALL RUSTY SHELVING INSIDE WALK-IN COOLER    VIOLATION STILL PENDING | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: The floors shall be constructed per code, be smooth and easily cleaned, and be kept clean and in good repair. MUST REPAIR ALL BROKEN FLOOR TILE THRU-OUT PREMISES    VIOLATION STILL PENDING | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: The walls and ceilings shall be in good repair and easily cleaned. MUST REPLACE ALL STAINED CEILING TILES THRU-OUT PREMISES.    VIOLATION STILLING PENDING | 36. LIGHTING: REQUIRED MINIMUM FOOT-CANDLES OF LIGHT PROVIDED, FIXTURES SHIELDED - Comments: Shielding to protect against broken glass falling into food shall be provided for all artificial lighting sources in preparation, service, and display facilities. MUST PROVIDE LIGHT SHIELD COVER ON LIGHT REAR PREP AREA    VIOLATION STILL PENDING",41.88033045331272,-87.74978951712637,"(41.880330453312716, -87.74978951712637)"
176841,STONE ELEMENTARY,STONE  ACADEMY,29291,School,Risk 1 (High),6239 N Leavitt ,CHICAGO,IL,60659.0,2010-03-23,Canvass,Fail,"24. DISH WASHING FACILITIES: PROPERLY DESIGNED, CONSTRUCTED, MAINTAINED, INSTALLED, LOCATED AND OPERATED - Comments: All dishwashing machines must be of a type that complies with all requirements of the plumbing section of the Municipal Code of Chicago and Rules and Regulation of the Board of Health.    FOUND NO HOT WATER IN WASHROOM IN REAR OF AUDITORIUM (ONE SINK). ALSO NOTED 1 SINK IN FOOD PREP AREA DESIGNATED FOR HANDWASH, USED FOR CLEANING. INSTRUCTED MANAGER TO PROVIDE HOT WATER FOR WASHROOM AND INSTALL A PROPER HANDSINK FOR FOOD HANDLERS.    CITATION # 57597-17 | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: 1  Ventilation: All plumbing fixtures, such as toilets, sinks, washbasins, etc., must be adequately trapped, vented, and re-vented and properly connected to the sewer in accordance with the plumbing chapter of the Municipal Code of Chicago and the Rules and Regulations of the Board of Health.    1 OF 2 FAUCETS IN TEACHER'S WASHROOM (1ST FLOOR) NOT WORKING. MUST REPAIR.    LOW WATER PRESSURE IN DRINKING FOUNTAINS ACROSS/NEAR ROOMS 107, 209, 301. MUST PROVIDE ADEQUATE PRESSURE AS PER CITY CODE THROUGHOUT SCHOOL.    NO BACK FLOW PREVENTION DEVICE FOR MOP SINK IN BOILER ROOM ACROSS FROM BOILER.    INADEQUATE FLOW TIME FOR FAUCETS IN TEACHERS WASHROOM. MUST PROVIDE AT LEAST 10 SECOND FLOW TIME THROUGHOUT SCHOOL WHERE EVER HANDS ARE WASHED.",41.99536776514439,-87.6847563631277,"(41.99536776514439, -87.6847563631277)"
233229,Carole Robertson Center for Learning,Carole Robertson Center for Learning,1123521,Daycare Combo 1586,Risk 1 (High),3701 W OGDEN AVE ,CHICAGO,IL,60623.0,2010-04-22,Canvass,Pass,"30. FOOD IN ORIGINAL CONTAINER, PROPERLY LABELED: CUSTOMER ADVISORY POSTED AS NEEDED - Comments: All food not stored in the original container shall be stored in properly labeled containers.    MUST LABEL PREP FOODS INSIDE STORAGE REACH IN COOLERS, AND ALSO LABEL DRIED FOOD STORAGE CONTAINERS IN KITCHEN. | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: All utensils shall be thoroughly cleaned and sanitized after each usage.    MUST CLEAN-SANITIZE; STORAGE CABINETS THRU-OUT CLASSROOMS, STORAGE CABINETS, MICROWAVE OVEN AND COOLER IN STAFF LOUNGE, AND CAN OPENER IN KITCHEN. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: The floors shall be constructed per code, be smooth and easily cleaned, and be kept clean and in good repair.    MUST CLEAN FLOORS, UNDER EQUIPMENT, AT CORNERS AND ALONG WALLS IN STORAGE ROOMS, SOME CLASSROOMS, AND KITCHEN. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: The walls and ceilings shall be in good repair and easily cleaned.    MUST REMOVE PEELING PAINT AND PAINT WALLS INSIDE MOP CLOSET, AND REPLACE DAMAGED CEILING PANEL THRU-OUT. | 41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: MUST REMOVE UNNECESSARY ARTICLES INSIDE KITCHEN, STORAGE ROOMS, STAFF LOUNGE, AND SOME CLASSROOMS, CLEAN AND ORGANIZE TO PREVENT PEST HARBORAGE.  ARTICLES MUST BE STORED OFF FLOORS, AWAY FROM WALLS. ",41.853475323255154,-87.71749061210578,"(41.853475323255154, -87.71749061210578)"
176826,BAISI THAI,BAISI THAI,1043118,Restaurant,Risk 1 (High),900 N MICHIGAN AVE ,CHICAGO,IL,60611.0,2010-03-24,Complaint,Fail,"2. FACILITIES TO MAINTAIN PROPER TEMPERATURE - Comments: All food establishments that display, prepare, or store potentially hazardous food shall have adequate refrigerated food storage facilities. All food establishments that prepare, sell, or store hot food shall have adequate hot food storage facilities.    SUSHI CASE AT IMPROPER AIR TEMPERATURE OF 45.9 DEGREES. MUST MAINTAIN 40 DEGREEES OR BELOW AT ALL TIMES. CASE IS BEING TAGGED HELD FOR INSPECTION AT THIS TIME. WHEN CORRECTED CNTACT CDPH VIA FAX 312-746-4240.     | 3. POTENTIALLY HAZARDOUS FOOD MEETS TEMPERATURE REQUIREMENT DURING STORAGE, PREPARATION DISPLAY AND SERVICE - Comments: All cold food shall be stored at a temperature of 40F or less. All hot food shall be stored at a temperature of 140F or higher.    THE FOLLOWING POTENTIALLY HAZARDOUS FOODS DISCARDED FOR IMPROPER TEMPERATURE: SUSHI FISH 44.6 - 49.4 DEGREES, SUSHI ROLLS 57.3 DEGREES  TOTAL VALUE $140.00 15 LBS   | 11. ADEQUATE NUMBER, CONVENIENT, ACCESSIBLE, DESIGNED, AND MAINTAINED - Comments: Adequate and convenient toilet facilities shall be provided.  They should be properly designed, maintained, and accessible to employees at all times.    FOUND HANDSINK IN PREP AREA WITH WATER TURNED OFF AT THE BOTTOM. INSTRUCTED MANAGER TO MAINTAIN SINK WITH HOT AND COLD RUNNING WATER AT ALL TIMES. | 12. HAND WASHING FACILITIES: WITH SOAP AND SANITARY HAND DRYING DEVICES, CONVENIENT AND ACCESSIBLE TO FOOD PREP AREA - Comments: Adequate and convenient hand washing facilities shall be provided for all employees.      FOUND EMPLOYEE WASHROOM WITH NO SOAP OR PAPER TOWELS TO PROPERLY WAS HANDS. INSTUCTED MANAGER TO HAVE SOAP AND TOWELS AT ALL TIMES. FILL AND MAINTAIN. | 18. NO EVIDENCE OF RODENT OR INSECT OUTER OPENINGS PROTECTED/RODENT PROOFED, A WRITTEN LOG SHALL BE MAINTAINED AVAILABLE TO THE INSPECTORS - Comments: All necessary control measures shall be used to effectively minimize or eliminate the presence of rodents, roaches, and other vermin and insects on the premises of all food establishments, in food-transporting vehicles, and in vending machines.    OBSERVED FRUIT FLY AND DRAIN FLY ACTIVITY. FRUIT FLIES WERE NOTED AT DISH AREA AND STORAGE AREA. (10-12 FLIES) DRAIN FLIES NOTED IN EMPLOYEE WASHROOM AND SIDE SERVER AREA. INSTRUCTED TO CLEAN ALL AREAS AND CONTACT PEST CONTROL FOR SERVICE. | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: All food and non-food contact equipment and utensils shall be smooth, easily cleanable, and durable, and shall be in good repair.    NEW CUTTING BOARDS NEEDED AT SUSHI AREA. MUST CORRECT AND MAINTAIN. | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: All food and non-food contact surfaces of equipment and all food storage utensils shall be thoroughly cleaned and sanitized daily. All utensils shall be thoroughly cleaned and sanitized after each usage.    ALL COOKING EQUIPMENT IN NEED OF CLEANING TO REMOVE BUILD-UP. MUST CLEAN AND MAINTAIN. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: The floors shall be constructed per code, be smooth and easily cleaned, and be kept clean and in good repair.    FLOORS THROUGH OUT IN NEED OF DETAIL CLEANING TO REMOVE ALL BUILD-UP. MUST CLEAN AND MAINTAIN. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: The walls and ceilings shall be in good repair and easily cleaned. Use dustless cleaning methods.    WALLS AND CEILINGS IN NEED OF CLEANING TO REMOVE ALL GREASE, FOOD SPLATTER AND DUST. MUST CLEAN AND MAINTAIN.   | 37. TOILET ROOM DOORS SELF CLOSING: DRESSING ROOMS WITH LOCKERS PROVIDED: COMPLETE SEPARATION FROM LIVING/SLEEPING QUARTERS - Comments: None of the operations connected with food establishments shall be conducted in any room used as living or sleeping quarters. Toilet rooms shall be completely enclosed and shall be vented to the outside air or mechanically ventilated.    EMPLOYEE WASHROOM IN NEED OF CLEANING TO REMOVE BUILD-UP AND ODORS. MUST CLEAN AND MAINTAIN. | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: The flow of air discharged from kitchen fans shall always be through a duct to a point above the roofline. Ventilation: All plumbing fixtures, such as toilets, sinks, washbasins, etc., must be adequately trapped, vented, and re-vented and properly connected to the sewer in accordance with the plumbing chapter of the Municipal Code of Chicago and the Rules and Regulations of the Board of Health.    LEAK AT 3-COMPARTMENT BAR SINK IN NEED OF REPAIR AT P-TRAP AND AT FAUCET. MUST CORRECT AND MAINTAIN.    LEAK AT CONDENSOR UNIT IN WALK-IN COOLER MUST BE REPAIRED. ALL ICE BUILD-UP MUST BE REMOVED.    VENTILATION UNIT ABOVE COOKING EQUIPMENT IN NEED OF DETAIL CLEANING TO REMOVE GREASE BUILD-UP.  ",41.89924859703626,-87.62427497820545,"(41.89924859703626, -87.62427497820545)"
233697,WALGREENS #04494,WALGREENS #04494,18714,Grocery Store,Risk 3 (Low),1649 W BELMONT AVE ,CHICAGO,IL,60657.0,2010-05-11,Canvass,Pass,NIL,41.93956054566403,-87.67059269385194,"(41.93956054566403, -87.67059269385194)"
176590,COME & GET IT,COME & GET IT,1969140,Restaurant,Risk 2 (Medium),611 N CICERO AVE ,CHICAGO,IL,60644.0,2010-03-11,Canvass,Pass,38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: MUST PROVIDE EXHAUST FAN IN BATHROOM,41.89173613475068,-87.74554516273666,"(41.89173613475068, -87.74554516273666)"
176700,IHOP,IHOP,50037,Restaurant,Risk 1 (High),3760 N HALSTED ST ,CHICAGO,IL,60613.0,2010-03-17,Canvass,Pass,"32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: All food and non-food contact equipment and utensils shall be smooth, easily cleanable, and durable, and shall be in good repair.REPLACE RUSTY SHELVES INSIDE THE REACH-IN COOLER IN PREP AREA(KITCHEN). | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: All food and non-food contact equipment and utensils shall be smooth, easily cleanable, and durable, and shall be in good repair.REPLACE CHIPPED ICE SCOOP | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: All utensils shall be thoroughly cleaned and sanitized after each usage.CLEAN INTERIOR OF DEEP FRYERS,(GREASE BUILD-UP), ALSO CLEAN PIPE BEHIND COOKING EQUIPMENT,PIPE UNDER DISH MACHINE | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: The floors shall be constructed per code, be smooth and easily cleaned, and be kept clean and in good repair.SEAL FLOOR UNDER DISH MACHINE. CLEAN ALL FLOOR DRAINS(UNDER ICE MACHINE, UNDER ICE BIN FRONT SERVING AREA, ETC.)THROUGHOUT THE PREMISES,MINERAL AND SLIME BUILD UP.KEEP ALL FLOOR DRY INCLUDED UNDER FRONT AND PREP AREA.  | 36. LIGHTING: REQUIRED MINIMUM FOOT-CANDLES OF LIGHT PROVIDED, FIXTURES SHIELDED - Comments: Shielding to protect against broken glass falling into food shall be provided for all artificial lighting sources in preparation, service, and display facilities.REPLACE BROKEN LIGHT SHIELD IN PREP/ DISH ROOM, ABOVE EQUIPMENT.",41.95090115750804,-87.64977183818694,"(41.950901157508035, -87.64977183818694)"
238217,LAGNIAPPE-A CREOLE CAJUN JOYNT,LAGNIAPPE-A CREOLE CAJUN JOYNT,1514538,Restaurant,Risk 1 (High),1525 W 79TH ST ,CHICAGO,IL,60620.0,2010-02-23,Canvass,Pass,"32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: All food and non-food contact equipment and utensils shall be smooth, easily cleanable, and durable, and shall be in good repair.EXTERIOR DOORS TO LOWER LEVEL REACH IN FREZZER NEED SOME CLEANING. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: The walls and ceilings shall be in good repair and easily cleaned.WALLS BEHIND THE OVEN NEED SOME CLEANING.",41.75026214098108,-87.6622057890388,"(41.75026214098108, -87.6622057890388)"
70398,MONTROSE BP,BP,2027627,Grocery Store,Risk 3 (Low),6350 W MONTROSE AVE ,CHICAGO,IL,60634.0,2010-04-13,License,Fail,"19. OUTSIDE GARBAGE WASTE GREASE AND STORAGE AREA; CLEAN, RODENT PROOF, ALL CONTAINERS COVERED - Comments: The area outside of the establishment used for the storage of garbage shall be clean at all times and shall not constitute a nuisance.  OUTSIDE GARBAGE OVERFLOWING AND SORROUNDINGS NOT CLEAN,SERIOUS VIOLATION,CITATION ISSUED;MANAGER CLEAN UP AND DISCARDED GARBAGES TO ANOTHER CONTAINER | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: The floors shall be constructed per code, be smooth and easily cleaned, and be kept clean and in good repair.  FLOOR THRUOUT STORE AND INSIDE WALK IN COOLER UNCLEAN,MUST BE CLEAN | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: The walls and ceilings shall be in good repair and easily cleaned.  WALLS AND CEILING TILES INSIDE WALK IN COOLER UNCLEAN WITH ACCUMULATED DUST ,MUST DETAIL CLEAN",41.96033349762381,-87.78640909762449,"(41.960333497623814, -87.78640909762449)"
124412,HAPPY CHILD DAY CARE,HAPPY CHILD DAY CARE,14439,Daycare (2 - 6 Years),Risk 1 (High),7750 W DEVON AVE ,CHICAGO,IL,60631.0,2010-04-09,Canvass,Pass,"32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: All food and non-food contact equipment and utensils shall be smooth, easily cleanable, and durable, and shall be in good repair. MUST DEFROST ALL THE FREEZER OF THE REACH IN COOLER AND MAINTAIN.(WITH HEAVY ICE ACCUMULATED). | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: All food and non-food contact surfaces of equipment and all food storage utensils shall be thoroughly cleaned and sanitized daily. MUST CLEAN IN DETAIL THE EXPOSED HAND SINK IN THE INFANT ROOM, IN THE KITCHEN, IN THE GIRLS AND BOYS WASHBOWL SINK AND MAINTAIN. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: The floors shall be constructed per code, be smooth and easily cleaned, and be kept clean and in good repair. CRACKED FLOOR TILES IN THE EXIT DOOR. INSTRUCTED TO REPAIR/REPLACE FLOOR TILES. | 37. TOILET ROOM DOORS SELF CLOSING: DRESSING ROOMS WITH LOCKERS PROVIDED: COMPLETE SEPARATION FROM LIVING/SLEEPING QUARTERS - Comments: Toilet rooms shall be completely enclosed and shall be vented to the outside air or mechanically ventilated.  MUST INSTALL A SELF CLOSING DEVICE IN THE ADULT WASHROOM DOOR. | 41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: All parts of the food establishment and all parts of the property used in connection with the operation of the establishment shall be kept neat and clean and should not produce any offensive odors. MUST CLEAN IN DETAIL THE GROUND IN THE PLAYGROUND AT THE REAR AREA ,REMOVE ALL THE DRIED LEAVES AND DEBRIS AND SANITIZED ALL THE CHILDREN'S TOYS BEFORE USING IT.",41.99697539188323,-87.82099583645142,"(41.99697539188323, -87.82099583645142)"
80302,COLD STONE CREAMERY,COLD STONE CREAMERY,2027197,Restaurant,Risk 2 (Medium),4709 N Lincoln AVE ,CHICAGO,IL,60625.0,2010-05-12,License Re-Inspection,Pass,"33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: All food and non-food contact surfaces of equipment and all food storage utensils shall be thoroughly cleaned and sanitized daily.//VIOLATION REMAINING FROM 4-5-2010 REPORT #80264/CORRECTED DURING INSPECTION | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: The floors shall be constructed per code, be smooth and easily cleaned, and be kept clean and in good repair.//VIOLATION REMAINING FROM 4-5-2010 REPORT #80264/CORRECTED DURING INSPECTION",41.96685268567701,-87.68730910211042,"(41.96685268567701, -87.68730910211042)"
88358,LEONARDO'S RISTORANTE TUSCAN BISTRO,LEONARDO'S RISTORANTE TUSCAN BISTRO,1547590,Restaurant,Risk 1 (High),5657-5659 N CLARK ST ,CHICAGO,IL,60660.0,2010-04-27,Canvass,Pass,"30. FOOD IN ORIGINAL CONTAINER, PROPERLY LABELED: CUSTOMER ADVISORY POSTED AS NEEDED - Comments: All food not stored in the original container shall be stored in properly labeled containers. The licensee shall inform the public in writing of the Chicago Department of Public Health?s Consumer Advisory relating to consuming raw and undercooked animal products.found food items not properly dated, labeled in coolers, must date, and label all food items in coolers. | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: All food and non-food contact surfaces of equipment and all food storage utensils shall be thoroughly cleaned and sanitized daily. All utensils shall be thoroughly cleaned and sanitized after each usage.non food contact surfaces of cooler shelving, storage shelving in kitchen areas, bsmt. storage areas not clean need dtailed cleaning(crevices). | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: The floors shall be constructed per code, be smooth and easily cleaned, and be kept clean and in good repair.floors under heavy euipment, cooking equipment, storage shelving/racks not clean need dtailed cleaning(corners).floors in bsmt. storage areas under heavy equipment, storage shelving/racks not clean need cleaning(corners). | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: The walls and ceilings shall be in good repair and easily cleaned. Use dustless cleaning methods.bamaged, stained ceiling tiles in kitchen prep areas shall be replaced. | 36. LIGHTING: REQUIRED MINIMUM FOOT-CANDLES OF LIGHT PROVIDED, FIXTURES SHIELDED - Comments: All rooms in which food or drink is prepared, or in which utensils are washed, shall be lighted so that a minimum of 50-foot candles of light is available on all work surfaces. Shielding to protect against broken glass falling into food shall be provided for all artificial lighting sources in preparation, service, and display facilities.light shields in rear kitchen prep area not clean need cleaning(detailed).damaged/broken light shield in bsmt. storage area shall be replaced. | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: The flow of air discharged from kitchen fans shall always be through a duct to a point above the roofline. Ventilation: All plumbing fixtures, such as toilets, sinks, washbasins, etc., must be adequately trapped, vented, and re-vented and properly connected to the sewer in accordance with the plumbing chapter of the Municipal Code of Chicago and the Rules and Regulations of the Board of Health.exhaust vents (ventilation)in prep area not clean need cleaning.exhaust vents in bathroom need cleaning. | 41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: All parts of the food establishment and all parts of the property used in connection with the operation of the establishment shall be kept neat and clean and should not produce any offensive odors. Cleaning equipment shall be properly stored away from food, utensils, equipment, and clean linens.excess dbris and clutter in bsmt. storage area shall be removed.",41.98497216927604,-87.66892851302207,"(41.98497216927604, -87.66892851302207)"
112335,BAR LOUIE,BAR LOUIE,77808,Restaurant,Risk 1 (High),47 W POLK ST ,CHICAGO,IL,60605.0,2010-02-25,Suspected Food Poisoning,Pass,"31. CLEAN MULTI-USE UTENSILS AND SINGLE SERVICE ARTICLES PROPERLY STORED: NO REUSE OF SINGLE SERVICE ARTICLES - Comments: Containers and utensils shall be inverted, covered, or otherwise protected from contamination until used.  All single-service drinking straws and containers shall be discarded immediately after use.    Found containers not stored properlyon shelving units. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: The floors shall be constructed per code, be smooth and easily cleaned, and be kept clean and in good repair.    Found floors not clean at rear bar areas. | 43. FOOD (ICE) DISPENSING UTENSILS, WASH CLOTHS PROPERLY STORED - Comments: Between uses and during storage ice dispensing utensils and ice receptacles shall be stored in a way that protects them from contamination.  Found wash cloths not stored properly.",41.87216695780119,-87.62957679729978,"(41.87216695780119, -87.62957679729978)"
229318,MRS. FIELDS COOKIES,MRS. FIELDS COOKIES,2021888,Restaurant,Risk 2 (Medium),225 S CANAL ST ,CHICAGO,IL,60606.0,2010-03-18,License,Fail,"7. WASH AND RINSE WATER: CLEAN AND PROPER TEMPERATURE - Comments: Hand washing of all tableware and drinking utensils shall be accomplished by the use of warm water at a temperature of 110F to 120F containing an adequate amount of detergent effective to remove grease and solids. Two Taylor soft-serve machines must have a hot/cold water line to adequately rinse these machines. | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: All food and non-food contact surfaces of equipment and all food storage utensils shall be thoroughly cleaned and sanitized daily. Following need cleaning: interior of mop sink, cabinets at serving line, due to dust /dirt. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: The floors shall be constructed per code, be smooth and easily cleaned, and be kept clean and in good repair. Floors thruout premises need cleaning/mopping due to dust. | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: Ventilation: All plumbing fixtures, such as toilets, sinks, washbasins, etc., must be adequately trapped, vented, and re-vented and properly connected to the sewer in accordance with the plumbing chapter of the Municipal Code of Chicago and the Rules and Regulations of the Board of Health. Must provide adequate ventilation to any cooking oven over 7.5 kilowatts.",41.878531278353606,-87.63942745962717,"(41.878531278353606, -87.63942745962717)"
